Rank,Title,Issn
21796,Asian Journal of Economic Modelling,23123656
21797,"Atti della Societa Toscana di Scienze Naturali, Memorie Serie B",3657450
21798,Austrobaileya,1554131
21799,Berliner und Munchener Tierarztliche Wochenschrift,"14390299, 00059366"
21800,"Bulletin of the Transilvania University of Brasov, Series III: Mathematics and Computer Science",28102029
21801,Canadian Journal of Bioethics,25614665
21802,Chinese Journal of Psychiatry,10067884
21803,Chinese Traditional and Herbal Drugs,2532670
21804,Constructivist Foundations,1782348X
21805,Contemporary Buddhism,14639947
21806,Daimon,"11300507, 19894651"
21807,Dog Behavior,"24210684, 24215678"
21808,East European Journal of Psycholinguistics,"23123265, 23132116"
21809,Electronic Green Journal,10767975
21810,Estudios de Cultura Maya,1852574
21811,Ethnomusicology,141836
21812,Eurasian Chemico-Technological Journal,15623920
21813,European Journal of Legal Studies,19732937
21814,Innere Medizin (Germany),"27317080, 27317099"
21815,International Journal of Cyber Warfare and Terrorism,"19473435, 19473443"
21816,International Journal of Information Technology Project Management,"19380232, 19380240"
21817,International Journal of Probiotics and Prebiotics,15551431
21818,Investigaciones Historicas,"02109425, 25306472"
21819,Journal of Applied Social Science,"19370245, 19367244"
21820,Journal of Cultural Analysis and Social Change,25891316
21821,Journal of Graphics,2095302X
21822,Journal of Greek Media and Culture,"20523971, 2052398X"
21823,Journal of Interactional Research in Communication Disorders,"2040512X, 20405111"
21824,Journal of International Wildlife Law and Policy,"15481476, 13880292"
21825,Journal of Nephropharmacology,23454202
21826,Journal of Technology Education,10451064
21827,Journal of Telecommunications and Information Technology,"15094553, 18998852"
21828,Law and Economics Yearly Review,20509014
21829,Malaysian Journal of Analytical Sciences,13942506
21830,Management and Accounting Review,26007975
21831,Mathematica Applicanda,"17302668, 22994009"
21832,"Moscow University Physics Bulletin (English Translation of Vestnik Moskovskogo Universiteta, Fizika)","19348460, 00271349"
21833,Nevtani Ertesito,1392190
21834,Pakistan Journal of Analytical and Environmental Chemistry,"1996918X, 22215255"
21835,Ratarstvo i Povrtarstvo,"18213944, 22178392"
21836,Resource Recovery and Reuse,"24780510, 24780529"
21837,Revista de Informatica Teorica e Aplicada,"21752745, 01034308"
21838,Russian Journal of Theriology,16823559
21839,Society and Animals,"15685306, 10631119"
21840,Sociologus,"00380377, 18655106"
21841,Vestnik Oftalmologii,"23091282, 0042465X"
21842,WSEAS Transactions on Applied and Theoretical Mechanics,"19918747, 22243429"
21843,Acta Veterinaria Eurasia,"2618639X, 2619905X"
21844,Archivos de Medicina del Deporte,2128799
21845,Berichte. Geographie und Landeskunde,21966184
21846,Biochemistry (Moscow) Supplement Series B: Biomedical Chemistry,"19907516, 19907508"
21847,British Tax Review,71870
21848,Changing Societies and Personalities,"25876104, 25878964"
21849,Chinese Education and Society,"19447116, 10611932"
21850,CLEI Eletronic Journal (CLEIej),7175000
21851,Con-textos Kantianos,23867655
21852,Current Bladder Dysfunction Reports,"19317220, 19317212"
21853,Donald School Journal of Ultrasound in Obstetrics and Gynecology,"0973614X, 09751912"
21854,Electronic Journal of Business Research Methods,14777029
21855,Filosofia Politica,3947297
21856,Foucault Studies,18325203
21857,Genre,166928
21858,Harvard Theological Review,"14754517, 00178160"
21859,International Journal of Action Research,"18611303, 18619916"
21860,International Journal of Advanced Mechatronic Systems,"17568412, 17568420"
21861,International Journal of Continuing Engineering Education and Life-Long Learning,"15604624, 17415055"
21862,International Journal of English Language and Literature Studies,"23060646, 23069910"
21863,International Journal of Epilepsy,22136320
21864,International Journal of Modern Manufacturing Technologies,20673604
21865,International Journal of Plastics Technology,"0972656X, 0975072X"
21866,International Journal of Surgery Protocols,24683574
21867,"International Multidisciplinary Scientific GeoConference Surveying Geology and Mining Ecology Management, SGEM",13142704
21868,Isi Bilimi Ve Teknigi Dergisi/ Journal of Thermal Science and Technology,13003615
21869,Journal of Clinical and Translational Endocrinology: Case Reports,22146245
21870,Journal of Medicine Access,27550834
21871,Journal of Modern Greek Studies,"10863265, 07381727"
21872,Journal of Operational Risk,"17446740, 17552710"
21873,"Journal of Orthopaedics, Trauma and Rehabilitation","22104925, 22104917"
21874,Jurnal Keperawatan Indonesia,"14104490, 23549203"
21875,Jurnal Pendidikan Islam,"24608149, 23554339"
21876,Klinichescheskaya Laboratornaya Diagnostika,"08692084, 24121320"
21877,Korean Economic Review,2543737
21878,Kritika,"1531023X, 15385000"
21879,MHSalud,1659097X
21880,Neohelicon,"15882810, 03244652"
21881,Nineteenth Century Music,"01482076, 15338606"
21882,Novos Estudos CEBRAP,"01013300, 19805403"
21883,Nutricion Clinica y Dietetica Hospitalaria,2116057
21884,Perinola,11386363
21885,"Proceedings of the European Conference on Synthetic Aperture Radar, EUSAR",21974403
21886,Proceedings of the Royal Society of Queensland,0080469X
21887,Psicooncologia,"19888287, 16967240"
21888,Religion and Theology,"15743012, 10230807"
21889,Renal Society of Australasia Journal,18323804
21890,Revista Espanola de Filosofia Medieval,"25307878, 11330902"
21891,Russian Psychological Journal,"18121853, 24115789"
21892,Scandinavian Journal of Laboratory Animal Science,"09013393, 20020112"
21893,Shenzhen Daxue Xuebao (Ligong Ban)/Journal of Shenzhen University Science and Engineering,10002618
21894,Social History of Alcohol and Drugs,"26407329, 19308418"
21895,Springer Proceedings in Mathematics and Statistics,"21941009, 21941017"
21896,SSRG International Journal of Electrical and Electronics Engineering,23488379
21897,Trziste,3534790
21898,University of Toronto Medical Journal,420239
21899,"Vestnik Pravoslavnogo Sviato-Tikhonovskogo Gumanitarnogo Universiteta, Seria I. Bogoslovie, Filosofia, Religiovedenie","24094692, 1991640X"
21900,Vestnik Urologii/Urology Herald,23086424
21901,Altorientalische Forschungen,"21966761, 02328461"
21902,Ancient Civilizations from Scythia to Siberia,"0929077X, 15700577"
21903,"Annals of ""Dunarea de Jos"" University of Galati, Fascicle XII, Welding Equipment and Technology",12214639
21904,Biblical Theology Bulletin,"19457596, 01461079"
21905,Buddhist Studies Review,"17479681, 02652897"
21906,Chiang Mai University Journal of Natural Sciences,16851994
21907,Christian Journal for Global Health,21672415
21908,"Ciencia Nueva, Revista de Historia y Politica",25392662
21909,Clinical and Experimental Obstetrics and Gynecology,"03906663, 27090094"
21910,Culture Unbound,20001525
21911,Dialogues d'Histoire Ancienne,"1955270X, 07557256"
21912,Dianzi Keji Daxue Xuebao/Journal of the University of Electronic Science and Technology of China,10010548
21913,Documenti e Studi sulla Tradizione Filosofica Medievale,11225750
21914,Ecologia Balkanica,"13140213, 13139940"
21915,Ekologiya Cheloveka (Human Ecology),17280869
21916,"Epidemiologie, Mikrobiologie, Imunologie","12107913, 1805451X"
21917,Foundation Review,"19445660, 19445679"
21918,Heteroatom Chemistry,"10981071, 10427163"
21919,Indian Journal of Chemical Technology,0971457X
21920,Information Psychiatrique,"19524056, 00200204"
21921,International journal for the Study of the Christian Church,"17470234, 1474225X"
21922,International Journal of Intelligence and CounterIntelligence,8850607
21923,International Journal of Internet Manufacturing and Services,"17516056, 17516048"
21924,International Journal of Nanoelectronics and Materials,"19855761, 22321535"
21925,"International Journal of Systems, Control and Communications","17559359, 17559340"
21926,International Journal of Urological Nursing,"17497701, 1749771X"
21927,Journal for Vascular Ultrasound,"15443175, 15443167"
21928,"Journal of Biomimetics, Biomaterials and Biomedical Engineering","22969837, 22969845"
21929,Journal of Chinese Philosophy,"03018121, 15406253"
21930,Journal of Dharma Studies,"25220926, 25220934"
21931,Journal of Electrical Systems,11125209
21932,Journal of Holistic Nursing and Midwifery,"25883712, 25883720"
21933,Journal of Information and Organizational Sciences,"18463312, 18469418"
21934,Journal of Optical Technology (A Translation of Opticheskii Zhurnal),"10910786, 10709762"
21935,Journal of the Middle East and Africa,"21520844, 21520852"
21936,Journal of Theological Studies,"14774607, 00225185"
21937,Lecture Notes in Mechanical Engineering,"21954356, 21954364"
21938,Lexicography,"21974292, 21974306"
21939,Nanobiotechnology Reports,"26351684, 26351676"
21940,Operative Techniques in Orthopaedics,"10486666, 15583848"
21941,Opus,"15177017, 01037412"
21942,Progress on Chemistry and Application of Chitin and its Derivatives,18965644
21943,Przeglad Dermatologiczny,"00332526, 20849893"
21944,Resonance,"09718044, 0973712X"
21945,Revista Ciencias de la Salud,16927273
21946,Revista Colombiana de Educacion,"23230134, 01203916"
21947,Revista de Demografia Historica,1696702X
21948,Revista de Psiquiatria Clinica,"1806938X, 01016083"
21949,Revista General de Derecho Administrativo,16969650
21950,Russian Journal of Infection and Immunity,"22207619, 23137398"
21951,Sleep Medicine Research,"20939175, 22338853"
21952,Tierarztliche Praxis Ausgabe G: Grosstiere - Nutztiere,"14341220, 25675834"
21953,Transactions Hong Kong Institution of Engineers,1023697X
21954,Ukrainian Journal of Nephrology and Dialysis,"26167352, 23040238"
21955,Acta Agriculturae Slovenica,"18541941, 15819175"
21956,AIUB Journal of Science and Engineering,"16083679, 25204890"
21957,Amme Idaresi Dergisi,13001795
21958,Anales del Seminario de Historia de la Filosofia,"19882564, 02112337"
21959,Animal Production Research,"22520872, 25386107"
21960,Archivo Espanol de Arqueologia,"00666742, 19883110"
21961,Boletin de Arte,2118483
21962,China Journal of Economics,20957254
21963,Ciencia Animal Brasileira,"18096891, 15182797"
21964,Coluna/ Columna,18081851
21965,Democracy and Security,"15555860, 17419166"
21966,Disaster Advances,"22784543, 0974262X"
21967,Economic Horizons,"1450863X, 22179232"
21968,Environmental Protection Engineering,3248828
21969,Estudios de Cultura Nahuatl,711675
21970,European Journal of Parenteral and Pharmaceutical Sciences,"17406277, 26336588"
21971,European Project Management Journal,25604961
21972,Finance,"21010145, 07526180"
21973,Gerokomos,1134928X
21974,IEEE International Professional Communication Conference,2158091X
21975,Indian Journal of Nuclear Medicine,"09740244, 09723919"
21976,Infectious Diseases in Clinical Practice,"10569103, 15369943"
21977,Interdisciplinary Political Studies,20398573
21978,International Journal of Chinese Linguistics,"22138706, 22138714"
21979,International Journal of Disabilities Sports and Health Sciences,26459094
21980,International Journal of Gastrointestinal Intervention,"26360012, 26360004"
21981,International Journal of Sustainability Policy and Practice,"23251166, 23251182"
21982,Iranian South Medical Journal,"17354374, 17356954"
21983,Ius Canonicum,"0021325X, 22546219"
21984,Japanese Journal of Health Physics,"03676110, 18847560"
21985,Journal of Applied and Natural Science,"09749411, 22315209"
21986,Journal of Arab and Muslim Media Research,"1751942X, 17519411"
21987,Journal of Design History,"09524649, 17417279"
21988,Journal of Environmental Media,"26322471, 26322463"
21989,Journal of Nanjing Agricultural University,10002030
21990,Journal of the Dermatology Nurses' Association,1945760X
21991,Korean Journal of English Language and Linguistics,"25867474, 15981398"
21992,Malaysian Journal of Consumer and Family Economics,15112802
21993,Malaysian Journal of Microbiology,"22317538, 18238262"
21994,Mechanisms and Machine Science,"22110984, 22110992"
21995,Minerva Biotechnology and Biomolecular Research,"27245934, 2724542X"
21996,NanoWorld Journal,23791101
21997,Nursing older people,14720795
21998,PentecoStudies,"20413599, 18717691"
21999,Ramus,0048671X
22000,Revista Brasileira de Educacao,"1809449X, 14132478"
22001,Revista Colombiana de Reumatologia,"01218123, 20279000"
22002,Revista Contabilidade e Financas,"1808057X, 15197077"
22003,Revista de Humanidades de Valparaiso,"07194242, 07194234"
22004,Revista Finanzas y Politica Economica,"22486046, 20117663"
22005,Serbian Journal of Electrical Engineering,"14514869, 22177183"
22006,Shu Ju Cai Ji Yu Chu Li/Journal of Data Acquisition and Processing,10049037
22007,Social History,"03071022, 14701200"
22008,Sorbtsionnye i Khromatograficheskie Protsessy,16800613
22009,"South-Western Journal of Horticulture, Biology and Environment","20687958, 20679874"
22010,Sport Science,"18403662, 18403670"
22011,Structural Engineer,14665123
22012,SUT Journal of Mathematics,9165746
22013,Sylwan,397660
22014,Theoretical Linguistics,"16134060, 03014428"
22015,Transplant Research and Risk Management,11791616
22016,University of Pennsylvania Journal of International Law,19380283
22017,Yearbook of Antitrust and Regulatory Studies,"25450115, 16899024"
22018,African Journal of Business and Economic Research,"17504554, 17504562"
22019,Andamios,18700063
22020,A|Z ITU Journal of Faculty of Architecture,13028324
22021,Biology and Environment,7917945
22022,Chemicke Listy,"12137103, 00092770"
22023,Chinese Rare Earths,10040277
22024,Digital Evidence and Electronic Signature Law Review,17564611
22025,Engineering Geology and Hydrogeology,"02047934, 27386996"
22026,Geopolitica(s),"21727155, 21723958"
22027,Giornale di Chirurgia,"03919005, 1971145X"
22028,Hacia la Promocion de la Salud,"01217577, 24628425"
22029,History,"1468229X, 00182648"
22030,Innovative Biosystems and Bioengineering,2616177X
22031,International Journal of Business and Globalisation,"17533627, 17533635"
22032,Journal for Foreign Languages,"23504269, 18558453"
22033,Journal of Clinical Urology,"20514158, 20514166"
22034,Journal of Cosmetic Science,15257886
22035,Journal of Critical Limb Ischemia,26943026
22036,Journal of Economic Development,2548372
22037,Journal of Japan Society of Civil Engineers,21875103
22038,Journal of Mind and Behavior,2710137
22039,Journal of Nutrition and Food Security,"24767425, 24767417"
22040,Journal of Popular Music Studies,"15331598, 15242226"
22041,"Journal of Robotics, Networking and Artificial Life","23526386, 24059021"
22042,Journal of the Balkan Tribological Association,13104772
22043,Labour/Le Travail,"07003862, 19114842"
22044,Mathematical Biology and Bioinformatics,19946538
